0,30,-0.636364,-1,0.333333,1,1787,1,1,1,19,0.636364,79,1,-1,0,-1
0,33,1,-1,-0.333333,1,4789,-1,-1,1,11,-0.272727,220,1,339,4,0.333333
0,35,-0.454545,1,1,1,1350,-1,1,1,16,-0.454545,185,1,330,1,0.333333
0,30,-0.454545,-1,1,1,1476,-1,-1,-1,3,-0.0909091,199,4,-1,0,-1
0,59,0.272727,-1,-0.333333,1,0,-1,1,-1,5,-0.272727,226,1,-1,0,-1
0,35,-0.454545,1,1,1,747,1,1,1,23,-0.818182,141,2,176,3,0.333333
0,36,0.454545,-1,1,1,307,-1,1,1,14,-0.272727,341,1,330,2,-0.333333
0,39,0.818182,-1,-0.333333,1,147,-1,1,1,6,-0.272727,151,2,-1,0,-1
0,41,-0.0909091,-1,1,1,221,-1,1,-1,14,-0.272727,57,2,-1,0,-1
0,43,1,-1,0.333333,1,-88,-1,-1,1,17,-0.454545,313,1,147,2,0.333333
0,39,1,-1,-0.333333,1,9374,-1,1,-1,20,-0.272727,273,1,-1,0,-1
0,43,-1,-1,-0.333333,1,264,-1,1,1,17,-0.454545,113,2,-1,0,-1
0,36,0.818182,-1,1,1,1109,1,1,1,13,0.272727,328,2,-1,0,-1
1,20,0.0909091,1,-0.333333,1,502,1,1,1,30,-0.454545,261,1,-1,0,-1
0,31,0.272727,-1,-0.333333,1,360,-1,-1,1,29,-1,89,1,241,1,0.333333
0,40,-0.454545,-1,1,1,194,1,-1,1,29,0.272727,189,2,-1,0,-1
0,56,0.818182,-1,-0.333333,1,4073,1,1,1,27,0.272727,239,5,-1,0,-1
0,37,-1,1,1,1,2317,-1,1,1,20,-0.454545,114,1,152,2,0.333333
0,25,0.272727,1,0.333333,1,-221,-1,1,-1,23,-0.272727,250,1,-1,0,-1
0,31,1,-1,-0.333333,1,132,1,1,1,7,0.0909091,148,1,152,1,-0.333333
0,38,-0.454545,0,-1,1,0,-1,1,1,18,0.818182,96,2,-1,0,-1
0,42,-0.454545,0,1,1,16,1,1,1,19,0.818182,140,3,-1,0,-1
0,44,1,1,-0.333333,1,106,1,1,-1,12,-0.0909091,109,2,-1,0,-1
0,44,-0.0909091,-1,-0.333333,1,93,1,1,1,7,0.0909091,125,2,-1,0,-1
0,26,-0.272727,-1,1,1,543,1,1,1,30,-1,169,3,-1,0,-1
0,41,-0.454545,-1,1,1,5883,1,1,1,20,0.818182,182,2,-1,0,-1
0,55,0.272727,-1,0.333333,1,627,-1,1,-1,5,-0.272727,247,1,-1,0,-1
0,67,0.636364,-1,-1,1,696,1,1,0,17,0.272727,119,1,105,2,0.333333
0,56,0.454545,-1,-0.333333,1,784,1,-1,1,30,0.0909091,149,2,-1,0,-1
0,53,-1,-1,-0.333333,1,105,1,-1,1,21,0.272727,74,2,-1,0,-1
1,68,0.636364,0,-0.333333,1,4189,1,1,0,14,0.0909091,897,2,-1,0,-1
0,31,0.818182,-1,-0.333333,1,171,1,1,1,27,0.272727,81,3,-1,0,-1
0,59,-0.454545,-1,-0.333333,1,42,1,1,1,21,0.818182,40,1,-1,0,-1
1,32,-0.454545,1,1,1,2536,-1,1,1,26,0.272727,958,6,-1,0,-1
1,49,0.818182,-1,1,1,1235,1,1,1,13,0.272727,354,3,-1,0,-1
0,42,-1,0,-0.333333,1,1811,-1,1,-1,14,-0.272727,150,1,-1,0,-1
1,78,0.636364,0,0.333333,1,229,1,1,0,22,0.636364,97,1,-1,0,-1
1,32,0.272727,-1,-0.333333,1,2089,-1,1,1,14,0.818182,132,1,-1,0,-1
1,33,-0.454545,-1,-0.333333,1,3935,-1,1,1,6,-0.272727,765,1,342,2,0.333333
0,23,1,1,1,1,363,-1,1,-1,30,-0.272727,16,18,-1,0,-1
0,38,-0.454545,1,1,1,11971,-1,1,-1,17,0.818182,609,2,101,3,0.333333
0,36,-0.454545,1,1,1,553,1,1,1,11,0.272727,106,2,-1,0,-1
0,52,0.272727,-1,-0.333333,1,1117,-1,1,1,13,-0.272727,365,1,-1,0,-1
0,32,0.818182,-1,1,1,396,-1,1,1,13,-0.272727,205,3,-1,0,-1
0,32,0.818182,1,1,1,2204,-1,1,1,21,0.818182,11,4,-1,0,-1
0,34,-0.454545,1,1,1,872,-1,1,-1,7,-0.272727,105,2,-1,0,-1
0,55,0.272727,-1,0.333333,1,145,1,1,0,2,-0.818182,59,3,5,2,-0.333333
0,26,0.272727,-1,0.333333,1,0,-1,1,-1,21,-0.272727,425,1,-1,0,-1
0,32,-0.0909091,1,0.333333,-1,-849,-1,-1,1,4,-0.818182,204,1,-1,0,-1
1,61,-1,-1,-1,1,4629,-1,1,1,27,-1,181,1,92,1,1
1,45,0.272727,0,0.333333,1,844,1,1,-1,5,-0.0909091,1018,3,-1,0,-1
0,37,0.818182,1,-0.333333,1,228,-1,1,1,20,0.272727,1740,2,-1,0,-1
0,38,0.818182,1,-0.333333,1,50,1,1,1,29,0.272727,98,2,-1,0,-1
1,34,0.818182,-1,1,1,1539,-1,1,1,15,-0.0909091,441,1,56,1,-0.333333
0,53,0.272727,-1,-0.333333,1,2231,-1,1,1,14,0.0909091,272,3,-1,0,-1
0,48,-1,-1,-0.333333,1,3064,-1,1,0,15,0.0909091,159,2,-1,0,-1
0,57,-0.454545,-1,-0.333333,1,82,1,-1,0,4,-0.818182,140,1,-1,0,-1
0,33,0.454545,1,1,1,2155,1,1,1,17,0.818182,295,1,-1,0,-1
0,36,0.636364,1,-0.333333,1,101,-1,-1,-1,26,-0.272727,314,1,-1,0,-1
0,54,0.818182,0,-0.333333,1,784,-1,-1,-1,15,-0.272727,579,1,-1,0,-1
0,41,0.272727,-1,0.333333,1,-516,1,-1,0,8,0.0909091,554,3,-1,0,-1
0,63,0.636364,-1,-0.333333,1,415,-1,1,1,7,0.636364,323,1,-1,0,-1
0,48,-0.454545,-1,1,1,5887,1,1,1,13,0.272727,227,2,-1,0,-1
0,48,1,-1,-0.333333,1,1355,1,1,1,4,0.0909091,134,2,-1,0,-1
0,56,-1,-1,-0.333333,1,16873,1,1,1,7,0.636364,223,1,-1,0,-1
0,51,0.272727,0,-0.333333,1,203,-1,1,1,8,-0.272727,134,1,170,5,0.333333
0,31,1,-1,-0.333333,1,338,-1,1,1,28,-1,155,1,-1,0,-1
0,29,0.818182,-1,-0.333333,1,444,-1,1,1,21,0.0909091,130,4,-1,0,-1
0,41,-0.454545,-1,-0.333333,1,0,1,-1,1,7,0.0909091,630,3,-1,0,-1
0,32,0.818182,1,1,1,360,1,1,1,19,0.818182,164,2,-1,0,-1
1,37,-0.454545,-1,1,1,0,1,1,1,16,0.0909091,268,2,182,3,1
0,42,-0.0909091,0,1,-1,2,-1,1,-1,5,-0.272727,380,1,-1,0,-1
0,31,-0.454545,1,1,1,6248,-1,1,-1,9,-0.272727,154,2,-1,0,-1
0,41,1,-1,1,1,412,-1,1,-1,3,-0.0909091,154,5,-1,0,-1
0,56,0.636364,-1,-0.333333,1,344,-1,1,-1,15,-0.272727,221,1,-1,0,-1
0,54,-0.454545,0,1,1,3222,1,1,1,14,0.272727,67,2,-1,0,-1
0,41,0.272727,0,-0.333333,1,174,-1,1,1,14,-0.272727,367,2,297,1,-0.333333
0,40,0.818182,1,-0.333333,1,591,1,-1,1,14,0.272727,87,6,-1,0,-1
0,50,0.272727,0,0.333333,1,388,1,1,1,5,-0.818182,701,1,-1,0,-1
0,40,-0.636364,-1,-0.333333,1,219,-1,1,1,17,0.818182,204,2,196,1,0.333333
1,27,-1,0,-0.333333,1,451,-1,1,1,16,0.0909091,652,1,-1,0,-1
0,60,0.636364,-1,0.333333,1,5,1,1,1,26,0.272727,63,2,-1,0,-1
0,28,-1,1,-0.333333,1,177,-1,-1,1,6,-0.272727,150,1,-1,0,-1
1,52,1,-1,-0.333333,1,657,1,1,0,7,0.0909091,398,2,460,2,0.333333
1,37,-0.454545,-1,1,1,1315,1,1,1,30,-0.0909091,224,1,-1,0,-1
0,51,0.272727,-1,0.333333,1,1466,-1,1,-1,7,-0.272727,406,2,-1,0,-1
0,41,0.818182,1,-0.333333,1,879,1,-1,1,7,0.0909091,60,4,-1,0,-1
0,35,0.272727,1,0.333333,1,293,-1,1,-1,30,-0.272727,521,2,-1,0,-1
0,38,-1,-1,-0.333333,1,424,-1,1,1,17,-0.454545,279,1,-1,0,-1
0,34,0.272727,-1,-0.333333,1,1831,-1,1,-1,20,-0.272727,203,2,-1,0,-1
0,39,0.272727,-1,0.333333,1,111,1,1,1,18,0.818182,201,2,-1,0,-1
0,34,0.272727,-1,0.333333,1,455,-1,1,-1,20,-0.0909091,372,3,-1,0,-1
1,27,1,1,-0.333333,1,-195,-1,1,1,18,-0.272727,391,1,-1,0,-1
0,32,-0.454545,1,1,1,3616,1,1,1,14,0.272727,165,2,-1,0,-1
0,57,0.272727,-1,-0.333333,1,14093,1,1,1,11,0.272727,231,5,-1,0,-1
0,41,-0.818182,1,1,1,1567,1,1,1,1,0.0909091,291,2,-1,0,-1
0,41,-1,-1,1,1,5426,-1,1,-1,14,-0.272727,149,2,-1,0,-1
0,30,-1,1,1,1,261,1,1,1,19,0.636364,233,1,137,20,0.333333
0,36,0.272727,0,-0.333333,1,2843,1,1,1,12,-0.818182,473,1,182,1,1
1,31,-0.636364,1,0.333333,1,406,1,1,1,4,-0.818182,736,1,-1,0,-1
0,36,0.272727,-1,-0.333333,1,0,-1,1,-1,6,-0.272727,337,1,-1,0,-1
0,38,-0.454545,1,1,1,493,-1,1,1,11,-0.272727,553,1,367,7,0.333333
0,49,0.818182,-1,-0.333333,1,5996,1,1,0,21,0.818182,345,2,-1,0,-1
0,57,1,1,0.333333,1,3777,-1,1,0,13,-0.272727,65,2,-1,0,-1
0,34,-0.454545,1,-0.333333,1,524,1,1,-1,13,0.272727,9,1,-1,0,-1
0,32,-0.454545,1,1,1,574,-1,1,1,14,-0.454545,259,2,145,3,0.333333
0,37,0.272727,-1,-0.333333,1,427,-1,-1,-1,9,-0.0909091,371,3,-1,0,-1
0,33,0.454545,-1,1,1,483,-1,1,1,3,-0.818182,280,2,-1,0,-1
1,56,-0.636364,-1,0.333333,1,3391,1,1,1,21,-0.454545,243,1,-1,0,-1
0,27,-0.272727,-1,0.333333,1,0,-1,1,1,23,0.0909091,435,3,-1,0,-1
1,21,0.0909091,1,-0.333333,1,2488,1,1,1,30,-0.0909091,258,6,169,3,1
0,58,-0.454545,-1,1,1,1517,-1,1,0,29,0.0909091,7,5,-1,0,-1
0,32,0.454545,-1,-0.333333,1,217,-1,-1,1,15,0.0909091,317,5,-1,0,-1
0,33,0.272727,1,-0.333333,1,22,1,1,1,30,-1,76,2,207,1,0.333333
1,25,0.0909091,1,-0.333333,1,331,1,1,0,26,0.272727,170,4,-1,0,-1
1,25,0.818182,1,-0.333333,1,505,1,-1,1,17,0.818182,386,2,-1,0,-1
0,30,1,-1,-0.333333,1,1808,-1,1,1,18,-0.272727,83,2,-1,0,-1
